設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,他の筆数,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,パワーコンディショナーの自立運転機能の有無,給電用コンセントの有無,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A859049E25,大石　智孝,,,,太陽光,46.4,滋賀県甲賀市甲賀町田堵野字殿垣外１１７,0,54.0,10月1日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A859087E25,岩室区,山口　邦寛,甲賀市甲賀町岩室１２４７－１,,太陽光,48.9,滋賀県甲賀市甲賀町岩室１２４７‐１,0,48.9,10月1日2014年,2015年3月,-,-,外部積立て,-,2035年2月
A859093E25,河芳　工務店,河合　芳明,甲賀市土山町頓宮３３０番,0748-67-0963,太陽光,37.0,滋賀県甲賀市土山町頓宮３３０,0,39.0,10月1日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A859094E25,安井　久和,,,,太陽光,49.5,滋賀県甲賀市甲賀町小佐治１６５０－２,0,51.0,10月1日2014年,2015年5月,-,-,外部積立て,-,2035年3月
A859107E25,一般社団法人　日本アースマイル,本郷　智也,草津市野路東６丁目３番４号,,太陽光,46.0,滋賀県甲賀市甲賀町油日字長野２２６９－２５２,0,55.1,10月1日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A859156E25,株式会社Ｅテックス,武智　淳一,城陽市平川浜道裏２７－９,0774-26-4511,太陽光,49.5,滋賀県高島市マキノ町石庭大道東４４０,0,82.5,10月1日2014年,2016年6月,-,-,外部積立て,-,2036年3月
A859440E25,ＪＥＪアステージ株式会社,原　祐一,新潟県三条市西本成寺２丁目２８番１２号,0256-35-7800,太陽光,40.0,滋賀県蒲生郡日野町奥之池５６５－１９,1,40.0,10月9日2014年,2015年2月,-,-,外部積立て,-,2035年1月
A859458E25,北村　篤史,,,,太陽光,29.7,滋賀県彦根市甘呂町字中島田１３９－１,0,32.6,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A859470E25,磯部　修,,,,太陽光,29.7,滋賀県米原市多和田１５４７‐２,0,29.7,10月9日2014年,2015年8月,-,-,外部積立て,-,2035年6月
A859523E25,有限会社彦根サッシセンター,青木　藤志彦,彦根市小泉町１８－２,0749-23-4114,太陽光,44.0,滋賀県犬上郡甲良町金屋１３５６,0,46.8,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A859546E25,株式会社　よこでん,横山　正人,甲賀市信楽町牧１７９９－４,0748-83-8010,太陽光,49.1,滋賀県甲賀市信楽町長野広芝１３５６－１,0,49.9,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A859581E25,株式会社　テックプランニング,牧　逸雄,神戸市北区藤原台北町６－１－２,078-981-0638,太陽光,48.7,滋賀県大津市関津１－１１２７－１,0,48.7,10月9日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A859593E25,辻　武司,,,,太陽光,49.5,滋賀県近江八幡市船木町１２５０,0,50.8,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A859626E25,有限会社　オートショップモリ,森　良雄,草津市矢橋町１６２番地の１,077-562-6377,太陽光,30.0,滋賀県草津市矢橋町１６２－１,0,36.0,10月9日2014年,2016年7月,-,-,外部積立て,-,2036年6月
A859628E25,田中　澄子,,,,太陽光,25.4,滋賀県彦根市南川瀬町１５４２－１,0,29.7,10月9日2014年,2015年3月,-,-,外部積立て,-,2034年12月
A859647E25,吉岡　久信,,,,太陽光,20.0,滋賀県犬上郡甲良町正楽寺５３６－１,0,23.5,10月9日2014年,2014年12月,-,-,外部積立て,-,2034年10月
A859662E25,有限会社　水野建鉄,水野　日出男,愛知郡愛荘町上蚊野４９５,0749-37-2279,太陽光,42.5,滋賀県愛知郡愛荘町上蚊野４９５,0,42.5,10月9日2014年,2015年1月,-,-,外部積立て,-,2034年12月
A859762E25,ミキエナジー株式会社,菖蒲　秀高,奈良県桜井市大字吉隠９５１ー２,,太陽光,47.5,滋賀県甲賀市甲賀町高野字里４１６,0,51.8,10月9日2014年,2017年4月,-,-,外部積立て,-,2037年2月
A859817E25,大和通信株式会社,江守　恭子,京都市上京区一丁目町８３７番地,,太陽光,49.5,滋賀県大津市八屋戸字亀ノ尾２６８０,0,55.8,10月9日2014年,2015年2月,-,-,外部積立て,-,2035年1月
A859867E25,竹村管工,竹村康司,,,太陽光,29.7,滋賀県蒲生郡日野町鎌掛４７６４,0,29.7,10月9日2014年,2015年5月,-,-,外部積立て,-,2035年3月
A860727E25,北川工業株式会社,北川　勝男,愛知郡愛荘町川原６５２,0749-42-5204,太陽光,49.5,滋賀県愛知郡愛荘町川原６６３,0,49.5,10月9日2014年,2015年1月,-,-,外部積立て,-,2034年11月
A860741E25,株式会社　ＧＯ－ＥＮ,藤田　映理子,大津市青山２‐１２‐９,077-549-3888,太陽光,49.5,滋賀県甲賀市水口町山４１２７－２,0,55.0,10月9日2014年,2016年5月,-,-,外部積立て,-,2036年4月
A860758E25,矢部　裕司,,,,太陽光,26.4,滋賀県大津市山百合の丘１７‐２３,0,26.4,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A860802E25,社会福祉法人湖心会,伊藤　正明,滋賀県栗東市野尻４５１－１,077-554-5262,太陽光,27.5,滋賀県栗東市苅原１４１　こだまふれんど保育園,0,30.0,10月9日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A860823E25,株式会社　オリエントホーム,福本　勤,大阪市西区南堀江４－４－１８,06-6537-2828,太陽光,49.5,滋賀県甲賀市信楽町上朝宮字慶順ケ谷１４７４,0,56.1,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A860836E25,有限会社　ツジイチ,辻　市蔵,近江八幡市田中江町２２０番地,0748-32-2535,太陽光,39.6,滋賀県近江八幡市船木町大字江頭１２４７,0,39.6,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年2月
A860850E25,谷口　博史,,,,太陽光,29.7,滋賀県蒲生郡日野町仁本木７１６,0,29.7,10月9日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A860949E25,杉浦　伸哉,,,,太陽光,33.0,滋賀県甲賀市信楽町黄瀬５３,0,33.0,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年2月
A860950E25,足立　日出夫,,,,太陽光,29.7,滋賀県野洲市吉川字イ原３２１６－６,1,29.7,10月9日2014年,2015年7月,-,-,外部積立て,-,2035年6月
A860958E25,スパーク株式会社,ミアンサミ,東京都港区浜松町２－２－１５,,太陽光,29.7,滋賀県野洲市吉川３２０４－１２,0,38.2,10月9日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A860972E25,斎藤　誠,,,,太陽光,44.0,滋賀県高島市安曇川町下小川字針ノ木２１７９－８,3,44.0,10月9日2014年,2015年12月,-,-,外部積立て,-,2035年10月
A860982E25,吉田　喜昌,,,,太陽光,31.7,滋賀県彦根市鳥居本町１８１６,0,31.7,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年2月
A861000E25,有限会社　昭英工業,池田　英夫,東近江市愛東外町６６１番地,0749-46-1115,太陽光,22.0,滋賀県東近江市愛東外町６５９,0,22.0,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A861026E25,池上　幸市,,,,太陽光,20.0,滋賀県長浜市八島町１４９１－１,0,20.0,10月9日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A861066E25,山口　武志,,,,太陽光,49.5,滋賀県長浜市三川町１４３３－１,0,49.5,10月9日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A861071E25,株式会社　智財,加藤　明久,米原市多和田１０３４番地２,0749-54-0823,太陽光,39.6,滋賀県彦根市本庄町２４４６－１,0,39.6,10月9日2014年,2015年10月,-,-,外部積立て,-,2035年8月
A861072E25,青山　隆之,,,,太陽光,49.5,滋賀県東近江市愛東外町開墾場１３３５‐１,0,49.5,10月9日2014年,2016年5月,-,-,外部積立て,-,2036年2月
A861078E25,武智　博史,,,,太陽光,39.6,滋賀県高島市新旭町旭４０８－７,3,54.6,10月9日2014年,2015年1月,-,-,外部積立て,-,2034年11月
A861082E25,西川　一男,,,,太陽光,39.6,滋賀県東近江市小脇町１０７７,0,39.6,10月9日2014年,2016年1月,-,-,外部積立て,-,2035年11月
A861088E25,千種　斉,,,,太陽光,22.5,滋賀県長浜市唐国町８１７,0,22.5,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A861118E25,松下　功,,,,太陽光,41.8,滋賀県東近江市上平木町字南道１７－１８,0,44.8,10月9日2014年,2015年4月,-,-,外部積立て,-,2035年1月
A861171E25,森田　建次,,,,太陽光,23.2,滋賀県犬上郡甲良町小川原字東川原８４９－１０,0,23.2,10月9日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A861183E25,野々村　一也,,,,太陽光,21.0,滋賀県愛知郡愛荘町南野々目５１－２,0,22.0,10月9日2014年,2015年1月,-,-,外部積立て,-,2034年11月
A861973E25,有限会社滋賀砂利,柴田　寿彦,湖南市石部口２－７－３４,0748-77-3795,太陽光,36.0,滋賀県甲賀市水口町山字栗ノ木谷３４５１－１２０,0,36.0,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年3月
A861975E25,武智　淳一,,,,太陽光,49.5,滋賀県高島市安曇川町青柳１６４１,0,76.7,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A861996E25,武智　秀勝,,,,太陽光,49.5,滋賀県高島市安曇川町青柳４７１,0,73.8,10月22日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A861999E25,鹿谷　謁磁,,,,太陽光,20.0,滋賀県彦根市三津町大橋１３８４－１,0,21.0,10月22日2014年,2015年1月,-,-,外部積立て,-,2034年11月
A862003E25,有限会社西日本総合管理,吉田　好克,大阪市淀川区西宮原１－８－１－９０７,06-6391-4222,太陽光,49.5,滋賀県犬上郡甲良町大字北落１２１８－１,1,59.1,10月22日2014年,2016年7月,-,-,外部積立て,-,2036年5月
A862007E25,有限会社　山本設備工業,山本　勇,愛知郡愛荘町安孫子２４０,0749-37-3654,太陽光,49.9,滋賀県愛知郡愛荘町安孫子８３０－４,0,49.9,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A862052E25,藤居　義隆,,,,太陽光,49.5,滋賀県長浜市相撲町出口９３４－２,5,81.0,10月22日2014年,2015年6月,-,-,外部積立て,-,2035年4月
A862064E25,有限会社　ｋａｊｙｕコーポレーション,笠井　恵子,大津市日吉台一丁目３－３,077-579-1115,太陽光,49.5,滋賀県大津市穴太３－字上山田２９８－１,0,49.5,10月22日2014年,2017年9月,-,-,外部積立て,-,2037年7月
A862104E25,白子　智久,,,,太陽光,37.0,滋賀県大津市滋賀里２－字惣田川１６１－１,0,37.0,10月22日2014年,2015年7月,-,-,外部積立て,-,2035年6月
A862117E25,株式会社ＮＹＯ,豊田　真紀,世田谷区玉堤１－１４－２,03-3704-0941,太陽光,49.5,滋賀県高島市マキノ町蛭口字山崎３２,0,55.0,10月22日2014年,2015年3月,-,-,外部積立て,-,2035年2月
A862154E25,日夏　百合子,,,,太陽光,29.7,滋賀県彦根市中藪町７２０－２８,0,29.7,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A862176E25,西村　洋平,,,,太陽光,49.5,滋賀県東近江市新出町３１０,0,49.5,10月22日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A862194E25,久保田　貢,,,,太陽光,22.3,滋賀県犬上郡甲良町尼子３５５８,0,23.9,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A862250E25,白井　茂樹,,,,太陽光,42.0,滋賀県大津市鏡が浜字名村川１２３－１の一部、１２４－５の一部,0,42.0,10月22日2014年,2015年10月,-,-,外部積立て,-,2035年8月
A862251E25,株式会社ＨＩＫコーポレーション,林　英人,大津市栗津町１５－５,077-533-1105,太陽光,22.0,滋賀県草津市南草津４－３－１６,0,22.0,10月22日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A862254E25,井上　慶一,,,,太陽光,36.4,滋賀県大津市本堅田６－堅田駅西口区画整理事業地内３４街区１の一部,0,36.4,10月22日2014年,2017年6月,-,-,外部積立て,-,2037年3月
A862338E25,初田　うた子,,,,太陽光,26.5,滋賀県草津市木川町字上兵庫６３,0,26.5,10月22日2014年,2016年1月,-,-,外部積立て,-,2035年11月
A862396E25,青山　徹,,,,太陽光,44.0,滋賀県愛知郡愛荘町島川字坂巻４８０－１,0,45.1,10月22日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A862444E25,珠久　昌信,,,,太陽光,20.5,滋賀県愛知郡愛荘町栗田字深草１９３－５,2,22.8,10月22日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A862523E25,江南　俊治,,,,太陽光,30.1,滋賀県湖南市下田１４１１－３,0,30.1,10月22日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A862564E25,原田　光博,,,,太陽光,30.4,滋賀県甲賀市信楽町田代字登尾５‐１,0,32.3,10月22日2014年,2015年5月,-,-,外部積立て,-,2035年3月
A862601E25,平林　里佳,,,,太陽光,25.4,滋賀県蒲生郡日野町小井口字北谷８２－９,0,25.5,10月22日2014年,2015年2月,-,-,外部積立て,-,2034年12月
A862610E25,有限会社亀井工務店,亀井　信忠,滋賀県栗東市下鈎４４６,077-551-4587,太陽光,22.0,滋賀県栗東市下鈎９２７,0,23.9,10月22日2014年,2015年3月,-,-,外部積立て,-,2035年1月
A862647E25,マコトホーム株式会社,牧口　宜利,草津市矢橋町１５６ー１,077-569-5866,太陽光,49.5,滋賀県近江八幡市西生来町字小野７２９－１,1,50.4,10月22日2014年,2016年1月,-,-,外部積立て,-,2035年10月
A863258E25,ＡＬＬ・ＩＮ株式会社,畠山　典之,近江八幡市金剛寺町３５９－１,0748-38-8776,太陽光,250.0,滋賀県近江八幡市末広町字流４０９,5,285.6,10月30日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A863259E25,ＡＬＬ・ＩＮ株式会社,畠山　典之,近江八幡市金剛寺町３５９－１,0748-38-8776,太陽光,171.4,滋賀県近江八幡市末広町字中上４５２,2,210.1,10月30日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A863260E25,マコトホーム株式会社,牧口　宜利,草津市矢橋町１５６－１,077-569-5866,太陽光,325.0,滋賀県近江八幡市西生来町字小野６１３,5,371.2,10月30日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A863264E25,ジャパン．エンジニアリング株式会社,代表取締役　南雲　一郎,文京区本駒込２－２７－１５,03-3945-1471,太陽光,1182.5,滋賀県大津市雄琴１丁目字菜狭間１５５５,4,1341.6,10月30日2014年,2016年4月,-,-,外部積立て,-,2036年2月
A863281E25,株式会社マナベ商事,代表取締役　真鍋　浩章,三好市池田町サラダ１７６８－１,0883-72-2121,太陽光,500.0,滋賀県東近江市小倉町字細野４５１,4,560.0,11月6日2014年,2015年7月,-,-,外部積立て,-,2035年5月
A863305E25,ＮＩＳＳＨＡビジネスサービス株式会社,辻　良治,京都市中京区壬生花井町３,075-823-5118,太陽光,250.0,滋賀県甲賀市水口町ひのきが丘１－１,0,250.0,11月13日2014年,2015年7月,-,-,外部積立て,-,2035年6月
A863308E25,有限会社蓮輝工業,河田　宣人,香川県高松市国分寺町新居１３４４－２,087-870-6760,太陽光,490.0,滋賀県甲賀市信楽町小川字市川１９１３－１０,0,604.8,11月13日2014年,2018年9月,-,-,外部積立て,-,2038年7月
A863311E25,阪和株式会社,代表取締役　森　一,大阪市港区磯路１－４－１０,06-6572-4141,太陽光,500.0,滋賀県湖南市菩提寺字小山２８３,2,500.0,11月13日2014年,2016年1月,-,-,外部積立て,-,2035年11月
A863320E25,一圓テクノス株式会社,一圓　外志夫,彦根市小泉町７８－１０,0749-22-7974,太陽光,500.0,滋賀県米原市梅ケ原字太田３７２－１,1,500.0,11月13日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A863326E25,タカラベルモント株式会社,代表取締役　吉川　秀隆,大阪市中央区東心斎橋２－１－１,06-6212-3605,太陽光,250.0,滋賀県湖南市高松町５－１,0,266.0,11月13日2014年,2015年4月,-,-,外部積立て,-,2035年2月
A863337E25,豊商株式会社,代表取締役　松田　豊,大津市里１－１２－３１,077-546-1575,太陽光,400.0,滋賀県高島市新旭町旭字庵ノ東６０,5,400.0,11月20日2014年,2015年10月,-,-,外部積立て,-,2035年8月
A863339E25,伊坂電気株式会社,西尾　潤一,大阪市中央区森ノ宮中央１－１４－１７,06-4793-0057,太陽光,500.0,滋賀県近江八幡市安土町西老蘇字石橋１１１３－１,10,508.5,11月20日2014年,2015年5月,-,-,外部積立て,-,2035年3月
A863341E25,伊坂電気株式会社,西尾　潤一,大阪市中央区森ノ宮中央１－１４－１７,06-4793-0057,太陽光,251.4,滋賀県近江八幡市安土町内野字舟岡１５００－１,6,251.4,11月20日2014年,2015年8月,-,-,外部積立て,-,2035年6月
A863710E25,高月興業　有限会社,野村　義人,長浜市高月町柏原９３,0749-85-3393,太陽光,49.5,滋賀県長浜市高月町柏原５１３－１,0,58.5,10月28日2014年,2015年6月,-,-,外部積立て,-,2035年4月
